NAME,PRICE,CUISINES,CITY,REGION,URL,PAGE NO,RESTAURANT_TYPE,TIMING,RATING_TYPE,RATING,VOTES,AREA,PRICE_CATEGORY,RATING_CATEGORY,POPULARITY_CATEGORY,AFFORDABLE_FLAG,WEIGHTED_RATING,VALUE_SCORE,COMBINED_FEATURES
Shreejee's,700,"South Indian,North Indian,Chinese,Fast Food",Mumbai,Oshiwara-- Andheri West,https://www.zomato.com/mumbai/shreejees-oshiwara/info,125,Casual Dining,9am to 12midnight(Mon-Sun),Good,3.9,896.0,Andheri,Moderate,Good,Highly Popular,True,3.87,5.53,"shreejee's south indian,north indian,chinese,fast food casual dining moderate good highly popular"
Healthy Treats,500,"Bakery,Desserts,Healthy Food",Mumbai,Pali Hill-- Bandra West,https://www.zomato.com/mumbai/healthy-treats-pali-hill-bandra-west/info,125,Bakery,10am to 8pm(Mon-Sun),Very Good,4.0,548.0,Bandra,Budget,Very Good,Highly Popular,True,3.94,7.88,"healthy treats bakery,desserts,healthy food bakery budget very good highly popular"
En'creo,800,"Continental,Mediterranean,Burger,American,Beverages,Cafe,Italian,Asian",Mumbai,Vile Parle East,https://www.zomato.com/mumbai/encreo-1-vile-parle-east/info,126,Quick Bites,"Closed(Mon),9am to 930pm(Tue-Sun)",Very Good,4.4,192.0,Vile Parle,Moderate,Very Good,Moderately Popular,True,4.11,5.14,"en'creo continental,mediterranean,burger,american,beverages,cafe,italian,asian quick bites moderate very good moderately popular"
The Class Thali,1000,"North Indian,Gujarati",Mumbai,Juhu,https://www.zomato.com/mumbai/the-class-thali-juhu/info,126,Casual Dining,"12noon to 330pm,7pm to 11pm(Mon-Sun)",Good,3.5,263.0,Juhu,Moderate,Good,Moderately Popular,True,3.53,3.53,"the class thali north indian,gujarati casual dining moderate good moderately popular"
Dynasty,1000,Chinese,Mumbai,Santacruz West,https://www.zomato.com/mumbai/dynasty-santacruz-west/info,126,Casual Dining,"12noon to 330pm,7pm to 12midnight(Mon-Sun)",Good,3.8,857.0,Santacruz,Moderate,Good,Highly Popular,True,3.78,3.78,dynasty chinese casual dining moderate good highly popular
The Village Shop,1100,"Cafe,Healthy Food,Salad,Beverages,Juices",Mumbai,Hill Road-- Bandra West,https://www.zomato.com/mumbai/the-village-shop-hill-road-bandra-west/info,127,Café,830am to 1130pm(Mon-Sun),Good,3.9,389.0,Bandra,Expensive,Good,Moderately Popular,False,3.84,3.49,"the village shop cafe,healthy food,salad,beverages,juices café expensive good moderately popular"
Farmville Cafe,800,"Coffee,Healthy Food,Salad,Juices,Cafe",Mumbai,Juhu,https://www.zomato.com/mumbai/farmville-cafe-1-juhu/info,127,Casual Dining,9am to 12midnight(Mon-Sun),Very Good,4.0,104.0,Juhu,Moderate,Very Good,Moderately Popular,True,3.8,4.75,"farmville cafe coffee,healthy food,salad,juices,cafe casual dining moderate very good moderately popular"
Tibbs Frankie,300,Rolls,Mumbai,Vile Parle West,https://www.zomato.com/mumbai/tibbs-frankie-1-vile-parle-west/info,127,Quick Bites,1030am to 1230AM(Mon-Sun),Average,3.0,10.0,Vile Parle,Budget,Average,Low Popularity,False,3.56,11.87,tibbs frankie rolls quick bites budget average low popularity
Cafe Jumbo,500,"Chinese,North Indian,Mughlai,Seafood",Mumbai,Santacruz West,https://www.zomato.com/mumbai/cafe-jumbo-santacruz-west/info,127,Casual Dining,12noon to 1230AM(Mon-Sun),Average,3.3,40.0,Santacruz,Budget,Average,Low Popularity,False,3.53,7.06,"cafe jumbo chinese,north indian,mughlai,seafood casual dining budget average low popularity"
Mumbai Creams,800,"South Indian,Continental,Desserts",Mumbai,Oshiwara-- Andheri West,https://www.zomato.com/mumbai/mumbai-creams-oshiwara/info,128,Casual Dining,"12midnight to 4am,4pm to 12midnight(Mon-Sun)",Average,2.7,122.0,Andheri,Moderate,Average,Moderately Popular,False,3.13,3.91,"mumbai creams south indian,continental,desserts casual dining moderate average moderately popular"
Henry's Kitchen,550,"Chinese,Seafood",Mumbai,Andheri Lokhandwala-- Andheri West,https://www.zomato.com/mumbai/henrys-kitchen-andheri-lokhandwala/info,128,none,12noon to 1230AM(Mon-Sun),Very Good,4.0,174.0,Andheri,Moderate,Very Good,Moderately Popular,True,3.85,7.0,"henry's kitchen chinese,seafood none moderate very good moderately popular"
Temptations,500,"Desserts,Ice Cream",Mumbai,Vile Parle West,https://www.zomato.com/mumbai/temptations-vile-parle-west/info,128,Dessert Parlor,11am to 1230AM(Mon-Sun),Good,3.9,352.0,Vile Parle,Budget,Good,Moderately Popular,True,3.83,7.66,"temptations desserts,ice cream dessert parlor budget good moderately popular"
Hokey Pokey,200,"Desserts,Ice Cream",Mumbai,Andheri Lokhandwala-- Andheri West,https://www.zomato.com/mumbai/hokey-pokey-andheri-lokhandwala/info,128,Dessert Parlor,"1130am to 1245AM(Mon,Tue,Wed,Thu,Fri,Sun)...",Good,3.8,93.0,Andheri,Budget,Good,Low Popularity,True,3.7,18.5,"hokey pokey desserts,ice cream dessert parlor budget good low popularity"
Happy Singh Da Dhaba,700,North Indian,Mumbai,Andheri Lokhandwala-- Andheri West,https://www.zomato.com/mumbai/happy-singh-da-dhaba-andheri-lokhandwala/info,129,Casual Dining,1215pm to 4am(Mon-Sun),Average,2.7,76.0,Andheri,Moderate,Average,Low Popularity,False,3.24,4.63,happy singh da dhaba north indian casual dining moderate average low popularity
Kule's  kitchen,400,"Chinese,North Indian",Mumbai,Santacruz West,https://www.zomato.com/mumbai/kules-kitchen-1-santacruz-west/info,129,Casual Dining,1259pm to 2am(Mon-Sun),Good,3.5,31.0,Santacruz,Budget,Good,Low Popularity,True,3.59,8.98,"kule's kitchen chinese,north indian casual dining budget good low popularity"
Snowbite Natural Ice cream,200,Ice Cream,Mumbai,Hill Road-- Bandra West,https://www.zomato.com/mumbai/snowbite-natural-ice-cream-hill-road-bandra-west/info,129,Dessert Parlor,11am to 1230AM(Mon-Sun),Good,3.6,43.0,Bandra,Budget,Good,Low Popularity,True,3.61,18.05,snowbite natural ice cream ice cream dessert parlor budget good low popularity
Hoddogs,300,"Burger,Fast Food",Mumbai,Oshiwara-- Andheri West,https://www.zomato.com/mumbai/hoddogs-oshiwara/info,129,none,12noon to 3am(Mon-Sun),Good,3.5,79.0,Andheri,Budget,Good,Low Popularity,True,3.56,11.87,"hoddogs burger,fast food none budget good low popularity"
Icekraft,300,"Desserts,Ice Cream,Fast Food,Italian",Mumbai,Oshiwara-- Andheri West,https://www.zomato.com/mumbai/icekraft-oshiwara/info,13,Dessert Parlor,10am to 1am(Mon-Sun),Very Good,4.1,1934.0,Andheri,Budget,Very Good,Highly Popular,True,4.07,13.57,"icekraft desserts,ice cream,fast food,italian dessert parlor budget very good highly popular"
Amar Juice Centre,700,"Street Food,South Indian,Beverages",Mumbai,Vile Parle West,https://www.zomato.com/mumbai/amar-juice-centre-vile-parle-west/info,13,Quick Bites,12noon to 2am(Mon-Sun),Very Good,4.0,1760.0,Vile Parle,Moderate,Very Good,Highly Popular,True,3.98,5.69,"amar juice centre street food,south indian,beverages quick bites moderate very good highly popular"
Bombay Coffee House,750,"Cafe,American,Desserts,Sandwich,European",Mumbai,Linking Road-- Bandra West,https://www.zomato.com/mumbai/bombay-coffee-house-linking-road-bandra-west/info,13,Café,9am to 1230AM(Mon-Sun),Good,3.9,2031.0,Bandra,Moderate,Good,Highly Popular,True,3.89,5.19,"bombay coffee house cafe,american,desserts,sandwich,european café moderate good highly popular"
Chocolateria San Churro,800,"Cafe,Desserts",Mumbai,Linking Road-- Bandra West,https://www.zomato.com/mumbai/chocolateria-san-churro-linking-road-bandra-west/info,13,Café,"11am to 2am(Mon),11am to 1am(Tue-Fri),10am to ...",Very Good,4.2,1983.0,Bandra,Moderate,Very Good,Highly Popular,True,4.17,5.21,"chocolateria san churro cafe,desserts café moderate very good highly popular"
New Shanghai,700,"Seafood,Chinese,Thai",Mumbai,Santacruz West,https://www.zomato.com/mumbai/new-shanghai-santacruz-west/info,130,Casual Dining,11am to 12midnight(Mon-Sun),Very Good,4.0,412.0,Santacruz,Moderate,Very Good,Moderately Popular,True,3.92,5.6,"new shanghai seafood,chinese,thai casual dining moderate very good moderately popular"
Mahlzeit - Berlin Street Food,750,German,Mumbai,Pali Hill-- Bandra West,https://www.zomato.com/mumbai/mahlzeit-berlin-street-food-pali-hill-bandra-west/info,130,Casual Dining,12noon to 1145pm(Mon-Sun),Very Good,4.1,583.0,Bandra,Moderate,Very Good,Highly Popular,True,4.02,5.36,mahlzeit - berlin street food german casual dining moderate very good highly popular
Delicacy Of China,650,"Chinese,Thai",Mumbai,Oshiwara-- Andheri West,https://www.zomato.com/mumbai/delicacy-of-china-oshiwara/info,130,Casual Dining,12noon to 12midnight(Mon-Sun),Good,3.8,549.0,Andheri,Moderate,Good,Highly Popular,True,3.77,5.8,"delicacy of china chinese,thai casual dining moderate good highly popular"
Swadesh,550,"North Indian,Chinese,South Indian,Fast Food,Beverages",Mumbai,7 Bungalows-- Andheri West,https://www.zomato.com/mumbai/swadesh-7-bungalows/info,131,Casual Dining,"8am to 1130pm(Mon),8am to 12midnight(Tue-Sun)",Good,3.9,460.0,Andheri,Moderate,Good,Moderately Popular,True,3.84,6.98,"swadesh north indian,chinese,south indian,fast food,beverages casual dining moderate good moderately popular"
PJ's,700,"Continental,Chinese,North Indian",Mumbai,Pali Hill-- Bandra West,https://www.zomato.com/mumbai/pjs-pali-hill-bandra-west/info,132,Casual Dining,"630pm to 1130pm(Mon),12noon to 3pm,630pm to ...",Very Good,4.0,1063.0,Bandra,Moderate,Very Good,Highly Popular,True,3.96,5.66,"pj's continental,chinese,north indian casual dining moderate very good highly popular"
Shree Gangour Sweets,500,"Street Food,Fast Food,North Indian,South Indian,Mithai",Mumbai,Juhu,https://www.zomato.com/mumbai/shree-gangour-sweets-juhu/info,132,Quick Bites,830am to 10pm(Mon-Sun),Good,3.8,314.0,Juhu,Budget,Good,Moderately Popular,True,3.75,7.5,"shree gangour sweets street food,fast food,north indian,south indian,mithai quick bites budget good moderately popular"
The Friends Bench All Day Cafe,700,"Cafe,Italian,American,Desserts,Pizza,Salad,Burger",Mumbai,Vile Parle East,https://www.zomato.com/mumbai/the-friends-bench-all-day-cafe-vile-parle-east/info,135,Café,11am to 11pm(Mon-Sun),Very Good,4.4,828.0,Vile Parle,Moderate,Very Good,Highly Popular,True,4.31,6.16,"the friends bench all day cafe cafe,italian,american,desserts,pizza,salad,burger café moderate very good highly popular"
Shree Laxmi,600,"North Indian,South Indian,Chinese,Fast Food",Mumbai,Hill Road-- Bandra West,https://www.zomato.com/mumbai/shree-laxmi-hill-road-bandra-west/info,135,Casual Dining,11am to 1230AM(Mon-Sun),Average,2.8,14.0,Bandra,Moderate,Average,Low Popularity,False,3.52,5.87,"shree laxmi north indian,south indian,chinese,fast food casual dining moderate average low popularity"
Yadgaar Cold Drink House,300,Desserts,Mumbai,Bandra Talao-- Bandra West,https://www.zomato.com/mumbai/yadgaar-cold-drink-house-bandra-talao-bandra-west/info,135,Dessert Parlor,1030am to 1am(Mon-Sun),Good,3.7,60.0,Bandra,Budget,Good,Low Popularity,True,3.64,12.13,yadgaar cold drink house desserts dessert parlor budget good low popularity
WTF!?!,600,"Fast Food,North Indian",Mumbai,Vile Parle West,https://www.zomato.com/mumbai/wtf-vile-parle-west/info,136,Quick Bites,1030am to 1230AM(Mon-Sun),Good,3.6,126.0,Vile Parle,Moderate,Good,Moderately Popular,True,3.61,6.02,"wtf!?! fast food,north indian quick bites moderate good moderately popular"
Sauces and Spices Restaurant & Bar,800,"Biryani,North Indian,Chinese",Mumbai,Vile Parle West,https://www.zomato.com/mumbai/sauces-and-spices-restaurant-bar-vile-parle-west/info,136,Casual Dining,1130am to 1230AM(Mon-Sun),Good,3.5,36.0,Vile Parle,Moderate,Good,Low Popularity,True,3.58,4.47,"sauces and spices restaurant & bar biryani,north indian,chinese casual dining moderate good low popularity"
Ayaz's The Kebab Place,500,"Mughlai,Rolls,Kebab",Mumbai,Juhu,https://www.zomato.com/mumbai/ayazs-the-kebab-place-juhu/info,136,Quick Bites,"530pm to 130am(Mon-Thu),6pm to 3am(Fri-Sun)",Good,3.8,194.0,Juhu,Budget,Good,Moderately Popular,True,3.73,7.46,"ayaz's the kebab place mughlai,rolls,kebab quick bites budget good moderately popular"
Tikka Masala By Kareems,700,"North Indian,Kebab,Fast Food",Mumbai,Pali Hill-- Bandra West,https://www.zomato.com/mumbai/tikka-masala-by-kareems-pali-hill-bandra-west/info,137,none,"12midnight to 3am,7am to 12midnight(Mon-Sun)",Good,3.6,58.0,Bandra,Moderate,Good,Low Popularity,True,3.61,5.16,"tikka masala by kareems north indian,kebab,fast food none moderate good low popularity"
The Tha'l Co Express,800,"Bohri,North Indian,Fast Food",Mumbai,Pali Hill-- Bandra West,https://www.zomato.com/mumbai/the-thal-co-express-pali-hill-bandra-west/info,137,Quick Bites,12noon to 130am(Mon-Sun),Average,3.4,31.0,Bandra,Moderate,Average,Low Popularity,False,3.56,4.45,"the tha'l co express bohri,north indian,fast food quick bites moderate average low popularity"
Dilli Deli,400,"North Indian,Momos",Mumbai,Versova-- Andheri West,https://www.zomato.com/mumbai/dilli-deli-versova/info,137,Quick Bites,"12noon to 4pm,7pm to 330am(Mon-Sun)",Average,3.4,477.0,Andheri,Budget,Average,Moderately Popular,False,3.44,8.6,"dilli deli north indian,momos quick bites budget average moderately popular"
Eden Goodness Café,800,"Healthy Food,Beverages,American,European,Continental",Mumbai,Oshiwara-- Andheri West,https://www.zomato.com/mumbai/eden-goodness-café-oshiwara/info,138,Café,8am to 12midnight(Mon-Sun),Very Good,4.4,121.0,Andheri,Moderate,Very Good,Moderately Popular,True,4.03,5.04,"eden goodness café healthy food,beverages,american,european,continental café moderate very good moderately popular"
The AK's Kitchen,800,"North Indian,Mexican,Italian,Fast Food",Mumbai,Vile Parle East,https://www.zomato.com/mumbai/the-aks-kitchen-vile-parle-east/info,138,Casual Dining,11am to 11pm(Mon-Sun),Very Good,4.2,100.0,Vile Parle,Moderate,Very Good,Moderately Popular,True,3.89,4.86,"the ak's kitchen north indian,mexican,italian,fast food casual dining moderate very good moderately popular"
Café Popo,1500,"North Indian,Chinese,Continental",Mumbai,Near Andheri West Station,https://www.zomato.com/mumbai/café-popo-near-andheri-west-station/info,139,Bar,8am to 130am(Mon-Sun),Good,3.7,125.0,Andheri,Expensive,Good,Moderately Popular,False,3.66,2.44,"café popo north indian,chinese,continental bar expensive good moderately popular"
Celejor,300,"Bakery,Desserts",Mumbai,Santacruz West,https://www.zomato.com/mumbai/celejor-santacruz-west/info,139,Bakery,10am to 11pm(Mon-Sun),Good,3.9,297.0,Santacruz,Budget,Good,Moderately Popular,True,3.82,12.73,"celejor bakery,desserts bakery budget good moderately popular"
J.J.Express,650,"North Indian,Biryani",Mumbai,Andheri Lokhandwala-- Andheri West,https://www.zomato.com/mumbai/j-j-express-andheri-lokhandwala/info,139,Casual Dining,7pm to 12midnight(Mon-Sun),Very Good,4.0,338.0,Andheri,Moderate,Very Good,Moderately Popular,True,3.91,6.02,"j.j.express north indian,biryani casual dining moderate very good moderately popular"
Khan Uncle,500,"North Indian,Mughlai,Chinese,Thai",Mumbai,Oshiwara-- Andheri West,https://www.zomato.com/mumbai/khan-uncle-oshiwara/info,14,none,1130am to 4am(Mon-Sun),Very Good,4.4,391.0,Andheri,Budget,Very Good,Moderately Popular,True,4.23,8.46,"khan uncle north indian,mughlai,chinese,thai none budget very good moderately popular"
Belo Pops,300,"Ice Cream,Desserts,Beverages",Mumbai,Andheri Lokhandwala-- Andheri West,https://www.zomato.com/mumbai/belo-pops-andheri-lokhandwala/info,14,none,"7pm to 3am(Mon),1pm to 3am(Tue-Sun)",Excellent,4.5,752.0,Andheri,Budget,Excellent,Highly Popular,True,4.39,14.63,"belo pops ice cream,desserts,beverages none budget excellent highly popular"
Green Village Cafe,1100,"Healthy Food,Continental,Cafe,Salad,Italian",Mumbai,Oshiwara-- Andheri West,https://www.zomato.com/mumbai/green-village-cafe-1-oshiwara/info,14,Café,9am to 3am(Mon-Sun),Very Good,4.3,707.0,Andheri,Expensive,Very Good,Highly Popular,False,4.21,3.83,"green village cafe healthy food,continental,cafe,salad,italian café expensive very good highly popular"
Frozen Bottle,200,"Beverages,Desserts,Ice Cream",Mumbai,Andheri Lokhandwala-- Andheri West,https://www.zomato.com/mumbai/frozen-bottle-andheri-lokhandwala/info,14,Beverage Shop,11am to 130am(Mon-Sun),Very Good,4.2,326.0,Andheri,Budget,Very Good,Moderately Popular,True,4.05,20.25,"frozen bottle beverages,desserts,ice cream beverage shop budget very good moderately popular"
Yalla Yalla,600,"Middle Eastern,Lebanese,Greek,Mediterranean,Fast Food",Mumbai,Andheri Lokhandwala-- Andheri West,https://www.zomato.com/mumbai/yalla-yalla-andheri-lokhandwala/info,14,Quick Bites,"12noon to 330am(Mon-Wed),12noon to 4am(Thu-Sun)",Skvělá volba,3.9,912.0,Andheri,Moderate,Good,Highly Popular,True,3.87,6.45,"yalla yalla middle eastern,lebanese,greek,mediterranean,fast food quick bites moderate good highly popular"
The Bagel Shop,900,"Cafe,American,Beverages",Mumbai,Carter Road-- Bandra West,https://www.zomato.com/mumbai/the-bagel-shop-carter-road-bandra-west/info,140,Café,9am to 1130pm(Mon-Sun),Good,3.9,1736.0,Bandra,Moderate,Good,Highly Popular,True,3.88,4.31,"the bagel shop cafe,american,beverages café moderate good highly popular"
Biryani Sultanat,400,Biryani,Mumbai,Andheri Lokhandwala-- Andheri West,https://www.zomato.com/mumbai/biryani-sultanat-andheri-lokhandwala/info,141,Quick Bites,"12noon to 3pm,730pm to 1130pm(Mon,Tue,Wed...",Very Good,4.4,42.0,Andheri,Budget,Very Good,Low Popularity,True,3.83,9.57,biryani sultanat biryani quick bites budget very good low popularity
Pair A Dice Cafe,700,"Healthy Food,Continental,American,Coffee,Italian",Mumbai,Oshiwara-- Andheri West,https://www.zomato.com/mumbai/pair-a-dice-cafe-oshiwara/info,141,Quick Bites,"2pm to 1130pm(Mon),12noon to 1130pm(Tue-Sun)",Very Good,4.0,1032.0,Andheri,Moderate,Very Good,Highly Popular,True,3.96,5.66,"pair a dice cafe healthy food,continental,american,coffee,italian quick bites moderate very good highly popular"
The PepperMill,1600,"Bar Food,Fast Food,European,Chinese,North Indian",Mumbai,Hill Road-- Bandra West,https://www.zomato.com/mumbai/the-peppermill-hill-road-bandra-west/info,141,Casual Dining,11am to 12midnight(Mon-Sun),Very Good,4.2,245.0,Bandra,Premium,Very Good,Moderately Popular,False,4.02,2.51,"the peppermill bar food,fast food,european,chinese,north indian casual dining premium very good moderately popular"
Cookstory,700,"North Indian,Chinese,Mughlai",Mumbai,Andheri Lokhandwala-- Andheri West,https://www.zomato.com/mumbai/cookstory-andheri-lokhandwala/info,141,none,"8am to 11am,12noon to 3pm,730pm to 12midnight...",Excellent,4.6,166.0,Andheri,Moderate,Excellent,Moderately Popular,True,4.21,6.01,"cookstory north indian,chinese,mughlai none moderate excellent moderately popular"
Curry And Combos Twist,200,"North Indian,Chinese",Mumbai,Versova-- Andheri West,https://www.zomato.com/mumbai/curry-and-combos-twist-versova/info,141,Quick Bites,930am to 1130pm(Mon-Sun),Excellent,4.5,39.0,Andheri,Budget,Excellent,Low Popularity,True,3.85,19.25,"curry and combos twist north indian,chinese quick bites budget excellent low popularity"
Moussestruck,200,Desserts,Mumbai,Near Andheri West Station,https://www.zomato.com/mumbai/moussestruck-near-andheri-west-station/info,144,none,10am to 1145pm(Mon-Sun),Excellent,4.5,364.0,Andheri,Budget,Excellent,Moderately Popular,True,4.29,21.45,moussestruck desserts none budget excellent moderately popular
